trans_date,transaction_amount,co_fee,org_amount,co_fee_other
2020-08-17,159650,3650,156000,3600
2020-08-17,178650,3650,175000,3600
2020-08-17,682500,8000,674500,7500
2020-08-17,457300,7000,450300,6500
2020-08-17,178400,3650,174750,3600
2020-08-17,903000,8000,895000,8000
2020-08-17,682500,8000,674500,7500
2020-08-18,123650,3650,120000,3600
2020-08-18,42300,0,32300,1750
2020-08-18,21700,0,11700,1400
2020-08-18,82700,2700,80000,2700
2020-08-18,163600,3650,159950,3600
2020-08-18,396500,6500,390000,6000
2020-08-18,42300,0,32300,1750
2020-08-18,123650,3650,120000,3600
2020-08-18,62700,2700,60000,2700
2020-08-18,607500,0,597500,7000
2020-08-18,82700,2700,80000,2700
2020-08-18,245100,5300,239800,5100
2020-08-18,366000,6500,359500,6000
2020-08-18,21700,0,11700,1400
2020-08-18,607500,0,597500,7000
2020-08-18,52700,2700,50000,2700
2020-08-18,36850,1850,35000,1750
2020-08-18,42300,0,32300,1750
2020-08-18,42300,0,32300,1750
2020-08-18,205100,0,195100,3600
2020-08-18,82700,2700,80000,2700
2020-08-18,123600,3650,119950,3600
2020-08-18,396500,6500,390000,6000
2020-08-18,21700,0,11700,1400
2020-08-18,245100,5300,239800,5100
2020-08-18,42300,0,32300,1750
2020-08-18,21850,1850,20000,1700
2020-08-18,36850,1850,35000,1750
2020-08-18,547000,7500,539500,7000
2020-08-18,42300,0,32300,1750
2020-08-18,486500,7000,479500,6500
2020-08-18,636000,8000,628000,7500
2020-08-18,159650,3650,156000,3600
2020-08-18,52700,2700,50000,2700
2020-08-18,42300,0,32300,1750
2020-08-18,62700,2700,60000,2700
2020-08-18,21700,0,11700,1400
2020-08-18,297800,5300,292500,5100
2020-08-18,42300,0,32300,1750
2020-08-18,21700,0,11700,1400
2020-08-18,42300,0,32300,1750
2020-08-18,21700,0,11700,1400
2020-08-18,47350,2350,45000,2300
2020-08-18,42300,0,32300,1750
2020-08-18,406500,0,396500,6000
2020-08-18,486500,7000,479500,6500
2020-08-18,486500,7000,479500,6500
2020-08-18,42300,0,32300,1750
2020-08-18,42300,0,32300,1750
2020-08-18,487000,7000,480000,6500
2020-08-18,82700,2700,80000,2700
2020-08-18,82700,2700,80000,2700
2020-08-18,42300,0,32300,1750
2020-08-18,42300,0,32300,1750
2020-08-19,245100,5300,239800,5100
2020-08-19,486500,7000,479500,6500
2020-08-19,245100,5300,239800,5100
2020-08-19,245100,5300,239800,5100
2020-08-19,245100,5300,239800,5100
2020-08-19,456500,7000,449500,6500
2020-08-19,245100,5300,239800,5100
2020-08-19,4008000,10000,3998000,9000
2020-08-19,569500,7500,562000,7000
2020-08-19,1058000,8000,1050000,8000
2020-08-19,245100,5300,239800,5100
2020-08-19,52700,2700,50000,2700
2020-08-19,245100,5300,239800,5100
2020-08-19,763500,8000,755500,7500
2020-08-19,486500,7000,479500,6500
2020-08-19,245100,5300,239800,5100
2020-08-19,121600,3650,117950,3600
2020-08-19,486500,7000,479500,6500
2020-08-19,123650,3650,120000,3600
2020-08-19,205100,0,195100,3600
2020-08-19,4008000,10000,3998000,9000
2020-08-19,103600,0,93600,2700
2020-08-19,245100,5300,239800,5100
2020-08-19,245100,5300,239800,5100
2020-08-19,103600,0,93600,2700
2020-08-19,1438000,8000,1430000,8000
2020-08-19,486500,7000,479500,6500
2020-08-19,245100,5300,239800,5100
2020-08-19,366000,6500,359500,6000
2020-08-19,727500,8000,719500,7500
2020-08-19,52700,2700,50000,2700
2020-08-19,245100,5300,239800,5100
2020-08-19,797500,8000,789500,7500
2020-08-19,245100,5300,239800,5100
2020-08-19,245100,5300,239800,5100
2020-08-19,123650,3650,120000,3600
2020-08-19,727650,8000,719650,7500
2020-08-19,205300,5300,200000,5100
2020-08-19,682500,8000,674500,7500
2020-08-19,245100,5300,239800,5100
2020-08-19,3608000,10000,3598000,9000
2020-08-19,245100,5300,239800,5100
2020-08-19,727500,8000,719500,7500
2020-08-19,245100,5300,239800,5100
2020-08-19,727500,8000,719500,7500
2020-08-20,62700,2700,60000,2700
2020-08-20,245300,5300,240000,5100
2020-08-20,1118000,8000,1110000,8000
2020-08-20,103600,0,93600,2700
2020-08-20,406500,0,396500,6000
2020-08-20,77700,2700,75000,2700
2020-08-20,62700,2700,60000,2700
2020-08-20,103650,3650,100000,3600
2020-08-20,103600,0,93600,2700
2020-08-20,62700,2700,60000,2700
2020-08-20,103600,0,93600,2700
2020-08-20,245100,5300,239800,5100
2020-08-20,62700,2700,60000,2700
2020-08-20,62700,2700,60000,2700
2020-08-20,1443000,8000,1435000,8000
2020-08-20,245300,5300,240000,5100
2020-08-20,406500,0,396500,6000
2020-08-20,103600,0,93600,2700
2020-08-20,245100,5300,239800,5100
2020-08-20,62700,2700,60000,2700
2020-08-20,62700,2700,60000,2700
2020-08-20,183600,3650,179950,3600
2020-08-20,129600,3650,125950,3600
2020-08-20,727500,8000,719500,7500
2020-08-20,727500,8000,719500,7500
2020-08-20,245300,5300,240000,5100
2020-08-20,998000,8000,990000,8000
2020-08-20,245300,5300,240000,5100
2020-08-20,62700,2700,60000,2700
2020-08-20,103600,0,93600,2700
2020-08-20,245100,5300,239800,5100
2020-08-20,103600,0,93600,2700
2020-08-20,183650,3650,180000,3600
2020-08-20,62700,2700,60000,2700
2020-08-20,245300,5300,240000,5100
2020-08-20,77700,2700,75000,2700
2020-08-21,202450,3650,198800,3600
2020-08-24,42300,0,32300,1750
2020-08-24,21700,0,11700,1400
2020-08-24,205300,5300,200000,5100
2020-08-24,72700,2700,70000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,52700,2700,50000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,21700,0,11700,1400
2020-08-24,31750,1850,29900,1700
2020-08-24,128600,3650,124950,3600
2020-08-24,82700,2700,80000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,255100,5300,249800,5100
2020-08-24,306500,6500,300000,6000
2020-08-24,326000,6500,319500,6000
2020-08-24,92700,2700,90000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,128600,3650,124950,3600
2020-08-24,31750,1850,29900,1700
2020-08-24,72700,2700,70000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,82700,2700,80000,2700
2020-08-24,21700,0,11700,1400
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,1638000,8000,1630000,8000
2020-08-24,128600,3650,124950,3600
2020-08-24,72700,2700,70000,2700
2020-08-24,11400,0,1400,300
2020-08-24,103600,0,93600,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,103600,0,93600,2700
2020-08-24,42300,0,32300,1750
2020-08-24,31750,1850,29900,1700
2020-08-24,62700,2700,60000,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,11400,0,1400,300
2020-08-24,42300,0,32300,1750
2020-08-24,31750,1850,29900,1700
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,103600,0,93600,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,21700,0,11700,1400
2020-08-24,52700,2700,50000,2700
2020-08-24,52700,2700,50000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,163600,3650,159950,3600
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,103600,0,93600,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,21700,0,11700,1400
2020-08-24,42300,0,32300,1750
2020-08-24,42300,0,32300,1750
2020-08-24,72700,2700,70000,2700
2020-08-24,245100,5300,239800,5100
2020-08-24,537000,7500,529500,7000
2020-08-24,82700,2700,80000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,52700,2700,50000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,103600,0,93600,2700
2020-08-24,42300,0,32300,1750
2020-08-24,255100,5300,249800,5100
2020-08-24,92700,2700,90000,2700
2020-08-24,128600,3650,124950,3600
2020-08-24,42300,0,32300,1750
2020-08-24,163600,3650,159950,3600
2020-08-24,245100,5300,239800,5100
2020-08-24,103600,0,93600,2700
2020-08-24,21850,1850,20000,1700
2020-08-24,103600,0,93600,2700
2020-08-24,103600,0,93600,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,123600,3650,119950,3600
2020-08-24,52700,2700,50000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,62700,2700,60000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,42300,0,32300,1750
2020-08-24,128600,3650,124950,3600
2020-08-24,21700,0,11700,1400
2020-08-24,92700,2700,90000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,306000,0,296000,5100
2020-08-24,92700,2700,90000,2700
2020-08-24,26700,1850,24850,1700
2020-08-24,163600,3650,159950,3600
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,1695500,8000,1687500,8000
2020-08-24,407000,7000,400000,6500
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,230100,5300,224800,5100
2020-08-24,31750,1850,29900,1700
2020-08-24,31750,1850,29900,1700
2020-08-24,255100,5300,249800,5100
2020-08-24,42300,0,32300,1750
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,62700,2700,60000,2700
2020-08-24,62700,2700,60000,2700
2020-08-24,103600,0,93600,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,128600,3650,124950,3600
2020-08-24,301100,5300,295800,5100
2020-08-24,1058000,8000,1050000,8000
2020-08-24,42300,0,32300,1750
2020-08-24,21700,0,11700,1400
2020-08-24,42300,0,32300,1750
2020-08-24,72700,2700,70000,2700
2020-08-24,326000,6500,319500,6000
2020-08-24,72700,2700,70000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,42300,0,32300,1750
2020-08-24,245100,5300,239800,5100
2020-08-24,547000,7500,539500,7000
2020-08-24,92700,2700,90000,2700
2020-08-24,11400,0,1400,300
2020-08-24,72700,2700,70000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,42300,0,32300,1750
2020-08-24,21700,0,11700,1400
2020-08-24,163600,3650,159950,3600
2020-08-24,92700,2700,90000,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,205100,0,195100,3600
2020-08-24,82700,2700,80000,2700
2020-08-24,82700,2700,80000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,103600,0,93600,2700
2020-08-24,42300,0,32300,1750
2020-08-24,103600,0,93600,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,31750,1850,29900,1700
2020-08-24,21700,0,11700,1400
2020-08-24,42300,0,32300,1750
2020-08-24,123600,3650,119950,3600
2020-08-24,31750,1850,29900,1700
2020-08-24,255100,5300,249800,5100
2020-08-24,82700,2700,80000,2700
2020-08-24,123600,3650,119950,3600
2020-08-24,21700,0,11700,1400
2020-08-24,62700,2700,60000,2700
2020-08-24,123600,3650,119950,3600
2020-08-24,42300,0,32300,1750
2020-08-24,72700,2700,70000,2700
2020-08-24,72700,2700,70000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,42300,0,32300,1750
2020-08-24,128600,3650,124950,3600
2020-08-24,103600,0,93600,2700
2020-08-24,42300,0,32300,1750
2020-08-24,31750,1850,29900,1700
2020-08-24,42300,0,32300,1750
2020-08-24,92700,2700,90000,2700
2020-08-24,607500,0,597500,7000
2020-08-24,42300,0,32300,1750
2020-08-24,103600,0,93600,2700
2020-08-24,128600,3650,124950,3600
2020-08-24,92700,2700,90000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,128600,3650,124950,3600
2020-08-24,42300,0,32300,1750
2020-08-24,486500,7000,479500,6500
2020-08-24,153600,3650,149950,3600
2020-08-24,42300,0,32300,1750
2020-08-24,62700,2700,60000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,92700,2700,90000,2700
2020-08-24,66700,2700,64000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,128600,3650,124950,3600
2020-08-24,72700,2700,70000,2700
2020-08-24,42300,0,32300,1750
2020-08-24,547000,7500,539500,7000
2020-08-24,1695500,8000,1687500,8000
2020-08-25,92700,2700,90000,2700
2020-08-25,31750,1850,29900,1700
2020-08-25,366000,6500,359500,6000
2020-08-25,31750,1850,29900,1700
2020-08-25,42300,0,32300,1750
2020-08-25,5850,0,-4150,0
2020-08-25,62700,2700,60000,2700
2020-08-25,637500,8000,629500,7500
2020-08-25,153650,3650,150000,3600
2020-08-25,92700,2700,90000,2700
2020-08-25,52700,2700,50000,2700
2020-08-25,123600,3650,119950,3600
2020-08-25,183600,3650,179950,3600
2020-08-25,163600,3650,159950,3600
2020-08-25,205100,0,195100,3600
2020-08-25,153650,3650,150000,3600
2020-08-25,426500,7000,419500,6500
2020-08-25,92700,2700,90000,2700
2020-08-25,245100,5300,239800,5100
2020-08-25,42300,0,32300,1750
2020-08-25,92700,2700,90000,2700
2020-08-25,52700,2700,50000,2700
2020-08-25,62700,2700,60000,2700
2020-08-25,42300,0,32300,1750
2020-08-25,52700,2700,50000,2700
2020-08-25,42300,0,32300,1750
2020-08-25,92700,2700,90000,2700
2020-08-25,92700,2700,90000,2700
2020-08-25,205100,0,195100,3600
2020-08-25,82700,2700,80000,2700
2020-08-25,42300,0,32300,1750
2020-08-25,47300,2350,44950,2300
2020-08-25,406500,0,396500,6000
2020-08-25,153600,3650,149950,3600
2020-08-25,153600,3650,149950,3600
2020-08-25,153600,3650,149950,3600
2020-08-25,597500,7500,590000,7000
2020-08-25,245100,5300,239800,5100
2020-08-25,163600,3650,159950,3600
2020-08-26,103650,3650,100000,3600
2020-08-26,103650,3650,100000,3600
2020-08-26,122400,3650,118750,3600
2020-08-26,71450,2700,68750,2700
2020-08-26,77700,2700,75000,2700
2020-08-26,42350,2350,40000,2300
2020-08-26,153650,3650,150000,3600
2020-08-26,153650,3650,150000,3600
2020-08-26,407000,7000,400000,6500
2020-08-26,153650,3650,150000,3600
2020-08-26,52700,2700,50000,2700
2020-08-26,82700,2700,80000,2700
2020-08-26,77700,2700,75000,2700
2020-08-26,103650,3650,100000,3600
2020-08-26,31850,1850,30000,1750
2020-08-26,103650,3650,100000,3600
2020-08-26,42300,0,32300,1750
2020-08-26,103650,3650,100000,3600
2020-08-26,52700,2700,50000,2700
2020-08-26,31850,1850,30000,1750
2020-08-26,77700,2700,75000,2700
2020-08-26,1143000,8000,1135000,8000
2020-08-26,31850,1850,30000,1750
2020-08-26,62700,2700,60000,2700
2020-08-26,90200,2700,87500,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,42350,2350,40000,2300
2020-08-26,306000,0,296000,5100
2020-08-26,52700,2700,50000,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,103650,3650,100000,3600
2020-08-26,52700,2700,50000,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,71450,2700,68750,2700
2020-08-26,77700,2700,75000,2700
2020-08-26,103650,3650,100000,3600
2020-08-26,103650,3650,100000,3600
2020-08-26,77700,2700,75000,2700
2020-08-26,306000,0,296000,5100
2020-08-26,77700,2700,75000,2700
2020-08-26,42350,2350,40000,2300
2020-08-26,42350,2350,40000,2300
2020-08-26,62700,2700,60000,2700
2020-08-26,103650,3650,100000,3600
2020-08-26,52700,2700,50000,2700
2020-08-26,205100,0,195100,3600
2020-08-26,52700,2700,50000,2700
2020-08-26,128650,3650,125000,3600
2020-08-26,306500,6500,300000,6000
2020-08-26,42350,2350,40000,2300
2020-08-26,103650,3650,100000,3600
2020-08-26,46100,2350,43750,2300
2020-08-26,143650,3650,140000,3600
2020-08-26,306500,6500,300000,6000
2020-08-26,20200,1450,18750,1400
2020-08-26,52700,2700,50000,2700
2020-08-26,103650,3650,100000,3600
2020-08-26,123650,3650,120000,3600
2020-08-26,90200,2700,87500,2700
2020-08-26,31850,1850,30000,1750
2020-08-26,52700,2700,50000,2700
2020-08-26,597000,7500,589500,7000
2020-08-26,467000,7000,460000,6500
2020-08-26,52700,2700,50000,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,153650,3650,150000,3600
2020-08-26,52700,2700,50000,2700
2020-08-26,163600,3650,159950,3600
2020-08-26,77700,2700,75000,2700
2020-08-26,42350,2350,40000,2300
2020-08-26,52700,2700,50000,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,71450,2700,68750,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,31850,1850,30000,1750
2020-08-26,77700,2700,75000,2700
2020-08-26,205300,5300,200000,5100
2020-08-26,52700,2700,50000,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,77700,2700,75000,2700
2020-08-26,46100,2350,43750,2300
2020-08-26,42350,2350,40000,2300
2020-08-26,52700,2700,50000,2700
2020-08-26,42350,2350,40000,2300
2020-08-26,306000,0,296000,5100
2020-08-26,71450,2700,68750,2700
2020-08-26,52700,2700,50000,2700
2020-08-26,103650,3650,100000,3600
2020-08-26,163600,3650,159950,3600
2020-08-26,306000,0,296000,5100
2020-08-27,16450,1450,15000,1400
2020-08-27,486500,7000,479500,6500
2020-08-27,637500,8000,629500,7500
2020-08-27,153600,3650,149950,3600
2020-08-27,42350,2350,40000,2300
2020-08-27,21700,0,11700,1400
2020-08-27,3978000,10000,3968000,9000
2020-08-27,92700,2700,90000,2700
2020-08-27,77700,2700,75000,2700
2020-08-27,306000,0,296000,5100
2020-08-27,607500,0,597500,7000
2020-08-27,82700,2700,80000,2700
2020-08-27,82700,2700,80000,2700
2020-08-27,21700,0,11700,1400
2020-08-27,245300,5300,240000,5100
2020-08-27,407000,7000,400000,6500
2020-08-27,82700,2700,80000,2700
2020-08-27,968000,8000,960000,8000
2020-08-27,21700,0,11700,1400
2020-08-27,31850,1850,30000,1750
2020-08-27,42350,2350,40000,2300
2020-08-27,42350,2350,40000,2300
2020-08-27,21700,0,11700,1400
2020-08-27,21700,0,11700,1400
2020-08-27,11400,0,1400,300
2020-08-27,52700,2700,50000,2700
2020-08-27,67700,2700,65000,2700
2020-08-27,245300,5300,240000,5100
2020-08-27,52700,2700,50000,2700
2020-08-27,183600,3650,179950,3600
2020-08-27,21700,0,11700,1400
2020-08-27,21700,0,11700,1400
2020-08-27,57700,2700,55000,2700
2020-08-27,82700,2700,80000,2700
2020-08-27,87700,2700,85000,2700
2020-08-27,245300,5300,240000,5100
2020-08-27,77700,2700,75000,2700
2020-08-27,143650,3650,140000,3600
2020-08-27,245100,5300,239800,5100
2020-08-27,77700,2700,75000,2700
2020-08-27,72700,2700,70000,2700
2020-08-27,11450,1450,10000,1400
2020-08-27,306000,0,296000,5100
2020-08-27,21700,0,11700,1400
2020-08-27,16450,1450,15000,1400
2020-08-27,486500,7000,479500,6500
2020-08-27,21700,0,11700,1400
2020-08-27,21700,0,11700,1400
2020-08-27,406500,0,396500,6000
2020-08-27,123600,3650,119950,3600
2020-08-27,123600,3650,119950,3600
2020-08-27,163600,3650,159950,3600
2020-08-27,31750,1850,29900,1700
2020-08-27,486500,7000,479500,6500
2020-08-27,21700,0,11700,1400
2020-08-27,153650,3650,150000,3600
2020-08-27,21700,0,11700,1400
2020-08-27,62700,2700,60000,2700
2020-08-27,21700,0,11700,1400
2020-08-27,245300,5300,240000,5100
2020-08-27,16450,1450,15000,1400
2020-08-27,57700,2700,55000,2700
2020-08-27,21700,0,11700,1400
2020-08-27,103650,3650,100000,3600
2020-08-27,21700,0,11700,1400
2020-08-27,62700,2700,60000,2700
2020-08-27,163650,3650,160000,3600
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,1234250,8000,1226250,8000
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,123650,3650,120000,3600
2020-08-28,16450,1450,15000,1400
2020-08-28,306500,6500,300000,6000
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,1273000,8000,1265000,8000
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,1193000,8000,1185000,8000
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,52700,2700,50000,2700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,306500,6500,300000,6000
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,68700,2700,66000,2700
2020-08-28,16450,1450,15000,1400
2020-08-28,26700,1850,24850,1700
2020-08-28,527500,7500,520000,7000
2020-08-28,26700,1850,24850,1700
2020-08-28,26700,1850,24850,1700
2020-08-29,109600,3650,105950,3600
2020-08-29,62700,2700,60000,2700
2020-08-29,42300,0,32300,1750
2020-08-29,205100,0,195100,3600
2020-08-29,95700,2700,93000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,42300,0,32300,1750
2020-08-29,162600,3650,158950,3600
2020-08-29,103600,0,93600,2700
2020-08-29,42300,0,32300,1750
2020-08-29,62700,2700,60000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,62700,2700,60000,2700
2020-08-29,62700,2700,60000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,163600,3650,159950,3600
2020-08-29,81700,2700,79000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,214100,5300,208800,5100
2020-08-29,381000,6500,374500,6000
2020-08-29,58700,2700,56000,2700
2020-08-29,42300,0,32300,1750
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,42300,0,32300,1750
2020-08-29,1438000,8000,1430000,8000
2020-08-29,78700,2700,76000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,56700,2700,54000,2700
2020-08-29,151600,3650,147950,3600
2020-08-29,21700,0,11700,1400
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,60700,2700,58000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,185600,3650,181950,3600
2020-08-29,42300,0,32300,1750
2020-08-29,63700,2700,61000,2700
2020-08-29,103600,0,93600,2700
2020-08-29,42300,0,32300,1750
2020-08-29,62700,2700,60000,2700
2020-08-29,103600,0,93600,2700
2020-08-29,206100,5300,200800,5100
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,96700,2700,94000,2700
2020-08-29,103600,0,93600,2700
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,181600,3650,177950,3600
2020-08-29,125600,3650,121950,3600
2020-08-29,93700,2700,91000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,162600,3650,158950,3600
2020-08-29,42300,0,32300,1750
2020-08-29,205100,0,195100,3600
2020-08-29,205100,0,195100,3600
2020-08-29,199600,3650,195950,3600
2020-08-29,205100,0,195100,3600
2020-08-29,125600,3650,121950,3600
2020-08-29,300100,5300,294800,5100
2020-08-29,205100,0,195100,3600
2020-08-29,213100,5300,207800,5100
2020-08-29,62700,2700,60000,2700
2020-08-29,205100,0,195100,3600
2020-08-29,42300,0,32300,1750
2020-08-30,21850,1850,20000,1700
2020-08-30,153650,3650,150000,3600
2020-08-30,326500,6500,320000,6000
2020-08-30,21850,1850,20000,1700
2020-08-30,103650,3650,100000,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,21850,1850,20000,1700
2020-08-31,42350,2350,40000,2300
2020-08-31,103650,3650,100000,3600
2020-08-31,150600,3650,146950,3600
2020-08-31,42350,2350,40000,2300
2020-08-31,36850,1850,35000,1750
2020-08-31,169600,3650,165950,3600
2020-08-31,183650,3650,180000,3600
2020-08-31,123600,3650,119950,3600
2020-08-31,62700,2700,60000,2700
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,205300,5300,200000,5100
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,205100,0,195100,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,92700,2700,90000,2700
2020-08-31,169600,3650,165950,3600
2020-08-31,255100,5300,249800,5100
2020-08-31,128600,3650,124950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,153650,3650,150000,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,245100,5300,239800,5100
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,52700,2700,50000,2700
2020-08-31,198600,3650,194950,3600
2020-08-31,123650,3650,120000,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,42350,2350,40000,2300
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,31850,1850,30000,1750
2020-08-31,123650,3650,120000,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,245100,5300,239800,5100
2020-08-31,36850,1850,35000,1750
2020-08-31,169600,3650,165950,3600
2020-08-31,123650,3650,120000,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,123650,3650,120000,3600
2020-08-31,255100,5300,249800,5100
2020-08-31,42350,2350,40000,2300
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,128600,3650,124950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,245300,5300,240000,5100
2020-08-31,103650,3650,100000,3600
2020-08-31,169600,3650,165950,3600
2020-08-31,79700,2700,77000,2700
2020-08-31,82700,2700,80000,2700
