trans_date,transaction_amount,co_fee,org_amount,co_fee_other
2020-07-14,52700,2700,50000,2700
2020-07-14,21700,0,11700,1400
2020-07-14,306000,0,296000,5100
2020-07-14,21700,0,11700,1400
2020-07-14,426500,7000,419500,6500
2020-07-14,62700,2700,60000,2700
2020-07-14,426500,7000,419500,6500
2020-07-14,592000,7500,584500,7000
2020-07-14,21700,0,11700,1400
2020-07-14,72700,2700,70000,2700
2020-07-14,205100,0,195100,3600
2020-07-14,205100,0,195100,3600
2020-07-14,62700,2700,60000,2700
2020-07-14,52700,2700,50000,2700
2020-07-14,21700,0,11700,1400
2020-07-14,143650,3650,140000,3600
2020-07-14,205100,0,195100,3600
2020-07-14,21700,0,11700,1400
2020-07-14,21700,0,11700,1400
2020-07-14,205100,0,195100,3600
2020-07-14,62700,2700,60000,2700
2020-07-14,103650,3650,100000,3600
2020-07-14,52700,2700,50000,2700
2020-07-14,407000,7000,400000,6500
2020-07-14,42350,2350,40000,2300
2020-07-14,62700,2700,60000,2700
2020-07-14,205100,0,195100,3600
2020-07-14,205100,0,195100,3600
2020-07-14,62700,2700,60000,2700
2020-07-14,21700,0,11700,1400
2020-07-14,426500,7000,419500,6500
2020-07-14,306000,0,296000,5100
2020-07-14,21700,0,11700,1400
2020-07-14,205100,0,195100,3600
2020-07-14,21700,0,11700,1400
2020-07-14,62700,2700,60000,2700
2020-07-14,205100,0,195100,3600
2020-07-14,31850,1850,30000,1750
2020-07-14,205100,0,195100,3600
2020-07-14,82700,2700,80000,2700
2020-07-14,42350,2350,40000,2300
2020-07-14,21700,0,11700,1400
2020-07-14,306500,6500,300000,6000
2020-07-14,205100,0,195100,3600
2020-07-14,306500,6500,300000,6000
2020-07-14,205100,0,195100,3600
2020-07-14,306500,6500,300000,6000
2020-07-14,42350,2350,40000,2300
2020-07-14,205100,0,195100,3600
2020-07-14,426500,7000,419500,6500
2020-07-14,42350,2350,40000,2300
2020-07-14,21700,0,11700,1400
2020-07-14,592000,7500,584500,7000
2020-07-14,21700,0,11700,1400
2020-07-14,42350,2350,40000,2300
2020-07-14,2013000,8000,2005000,8000
2020-07-14,1114250,8000,1106250,8000
2020-07-14,62700,2700,60000,2700
2020-07-14,427000,7000,420000,6500
2020-07-14,52700,2700,50000,2700
2020-07-14,407000,7000,400000,6500
2020-07-14,103650,3650,100000,3600
2020-07-14,21700,0,11700,1400
2020-07-14,62700,2700,60000,2700
2020-07-14,52700,2700,50000,2700
2020-07-14,62700,2700,60000,2700
2020-07-14,21700,0,11700,1400
2020-07-14,205100,0,195100,3600
2020-07-14,205100,0,195100,3600
2020-07-14,62700,2700,60000,2700
2020-07-14,205100,0,195100,3600
2020-07-14,21700,0,11700,1400
2020-07-14,21700,0,11700,1400
2020-07-14,62700,2700,60000,2700
2020-07-14,82700,2700,80000,2700
2020-07-14,62700,2700,60000,2700
2020-07-14,205100,0,195100,3600
2020-07-14,275100,5300,269800,5100
2020-07-14,21700,0,11700,1400
2020-07-14,205100,0,195100,3600
2020-07-14,21700,0,11700,1400
2020-07-14,205100,0,195100,3600
2020-07-14,21700,0,11700,1400
2020-07-14,21700,0,11700,1400
2020-07-14,21700,0,11700,1400
2020-07-14,21700,0,11700,1400
2020-07-14,123600,3650,119950,3600
2020-07-14,62700,2700,60000,2700
2020-07-14,21700,0,11700,1400
2020-07-14,62700,2700,60000,2700
2020-07-14,21850,1850,20000,1700
2020-07-14,52700,2700,50000,2700
2020-07-14,163650,3650,160000,3600
2020-07-14,21850,1850,20000,1700
2020-07-14,183600,3650,179950,3600
2020-07-14,62700,2700,60000,2700
2020-07-14,52700,2700,50000,2700
2020-07-14,21850,1850,20000,1700
2020-07-14,275100,5300,269800,5100
2020-07-14,407000,7000,400000,6500
2020-07-14,21700,0,11700,1400
2020-07-14,527500,7500,520000,7000
2020-07-14,205100,0,195100,3600
2020-07-14,205100,0,195100,3600
2020-07-14,426500,7000,419500,6500
2020-07-15,82700,2700,80000,2700
2020-07-15,103650,3650,100000,3600
2020-07-15,31850,1850,30000,1750
2020-07-15,82700,2700,80000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,245300,5300,240000,5100
2020-07-15,407000,7000,400000,6500
2020-07-15,62700,2700,60000,2700
2020-07-15,366500,6500,360000,6000
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,133650,3650,130000,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,245300,5300,240000,5100
2020-07-15,82700,2700,80000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,103650,3650,100000,3600
2020-07-15,92700,2700,90000,2700
2020-07-15,103650,3650,100000,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,67600,2700,64900,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,42350,2350,40000,2300
2020-07-15,62700,2700,60000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,205300,5300,200000,5100
2020-07-15,123600,3650,119950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,487000,7000,480000,6500
2020-07-15,42350,2350,40000,2300
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,123600,3650,119950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,103650,3650,100000,3600
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,72700,2700,70000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,153650,3650,150000,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,92700,2700,90000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,82700,2700,80000,2700
2020-07-15,395400,6500,388900,6000
2020-07-15,42350,2350,40000,2300
2020-07-15,123600,3650,119950,3600
2020-07-15,183600,3650,179950,3600
2020-07-15,123600,3650,119950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,183600,3650,179950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,21850,1850,20000,1700
2020-07-15,123600,3650,119950,3600
2020-07-15,31850,1850,30000,1750
2020-07-15,42350,2350,40000,2300
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,103650,3650,100000,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,123600,3650,119950,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,82700,2700,80000,2700
2020-07-15,92700,2700,90000,2700
2020-07-15,31850,1850,30000,1750
2020-07-15,163650,3650,160000,3600
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,447000,7000,440000,6500
2020-07-15,62700,2700,60000,2700
2020-07-15,42350,2350,40000,2300
2020-07-15,183600,3650,179950,3600
2020-07-15,42350,2350,40000,2300
2020-07-15,62700,2700,60000,2700
2020-07-15,103650,3650,100000,3600
2020-07-15,82700,2700,80000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-15,62700,2700,60000,2700
2020-07-15,52700,2700,50000,2700
2020-07-16,62700,2700,60000,2700
2020-07-16,146650,3650,143000,3600
2020-07-16,62700,2700,60000,2700
2020-07-16,62700,2700,60000,2700
2020-07-16,42350,2350,40000,2300
2020-07-16,366500,6500,360000,6000
2020-07-16,31850,1850,30000,1750
2020-07-16,42350,2350,40000,2300
2020-07-16,31850,1850,30000,1750
2020-07-16,123600,3650,119950,3600
2020-07-16,8900,1000,7900,900
2020-07-16,103600,0,93600,2700
2020-07-16,407000,7000,400000,6500
2020-07-16,123600,3650,119950,3600
2020-07-16,92700,2700,90000,2700
2020-07-16,245300,5300,240000,5100
2020-07-16,103650,3650,100000,3600
2020-07-16,888000,8000,880000,8000
2020-07-16,245100,5300,239800,5100
2020-07-16,103650,3650,100000,3600
2020-07-16,123650,3650,120000,3600
2020-07-16,143650,3650,140000,3600
2020-07-16,50350,2350,48000,2300
2020-07-16,31850,1850,30000,1750
2020-07-16,103650,3650,100000,3600
2020-07-16,62700,2700,60000,2700
2020-07-16,103650,3650,100000,3600
2020-07-16,42350,2350,40000,2300
2020-07-16,163600,3650,159950,3600
2020-07-16,31850,1850,30000,1750
2020-07-16,123650,3650,120000,3600
2020-07-16,123650,3650,120000,3600
2020-07-17,62700,2700,60000,2700
2020-07-17,62700,2700,60000,2700
2020-07-17,3600,600,3000,600
2020-07-17,21850,1850,20000,1700
2020-07-17,21850,1850,20000,1700
2020-07-17,42350,2350,40000,2300
2020-07-17,153650,3650,150000,3600
2020-07-17,21850,1850,20000,1700
2020-07-17,21850,1850,20000,1700
2020-07-17,62700,2700,60000,2700
2020-07-17,31850,1850,30000,1750
2020-07-17,1208000,8000,1200000,8000
2020-07-17,147650,3650,144000,3600
2020-07-20,52700,2700,50000,2700
2020-07-20,20000,1450,18550,1400
2020-07-20,153650,3650,150000,3600
2020-07-20,4808000,10000,4798000,9000
2020-07-20,306000,0,296000,5100
2020-07-20,123600,3650,119950,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,205100,0,195100,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,205100,0,195100,3600
2020-07-20,205300,5300,200000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,238860,5300,233560,5100
2020-07-20,100000,2700,97300,2700
2020-07-20,205300,5300,200000,5100
2020-07-20,245100,5300,239800,5100
2020-07-20,153650,3650,150000,3600
2020-07-20,153650,3650,150000,3600
2020-07-20,245300,5300,240000,5100
2020-07-20,26850,1850,25000,1700
2020-07-20,306000,0,296000,5100
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,205100,0,195100,3600
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,348500,6500,342000,6000
2020-07-20,100000,2700,97300,2700
2020-07-20,205100,0,195100,3600
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,205100,0,195100,3600
2020-07-20,1953000,8000,1945000,8000
2020-07-20,103650,3650,100000,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,205100,0,195100,3600
2020-07-20,205100,0,195100,3600
2020-07-20,62700,2700,60000,2700
2020-07-20,153650,3650,150000,3600
2020-07-20,42350,2350,40000,2300
2020-07-20,205100,0,195100,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,62700,2700,60000,2700
2020-07-20,163650,3650,160000,3600
2020-07-20,205100,0,195100,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,103650,3650,100000,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,52700,2700,50000,2700
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,490500,7000,483500,6500
2020-07-20,205100,0,195100,3600
2020-07-20,52700,2700,50000,2700
2020-07-20,52700,2700,50000,2700
2020-07-20,52700,2700,50000,2700
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,62700,2700,60000,2700
2020-07-20,407000,7000,400000,6500
2020-07-20,245100,5300,239800,5100
2020-07-20,205100,0,195100,3600
2020-07-20,205100,0,195100,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,123600,3650,119950,3600
2020-07-20,123600,3650,119950,3600
2020-07-20,316500,6500,310000,6000
2020-07-20,183650,3650,180000,3600
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,245300,5300,240000,5100
2020-07-20,205100,0,195100,3600
2020-07-20,205300,5300,200000,5100
2020-07-20,52700,2700,50000,2700
2020-07-20,26850,1850,25000,1700
2020-07-20,183600,3650,179950,3600
2020-07-20,123600,3650,119950,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,205100,0,195100,3600
2020-07-20,205300,5300,200000,5100
2020-07-20,205100,0,195100,3600
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,205300,5300,200000,5100
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,205100,0,195100,3600
2020-07-20,52700,2700,50000,2700
2020-07-20,205100,0,195100,3600
2020-07-20,92700,2700,90000,2700
2020-07-20,366000,6500,359500,6000
2020-07-20,245100,5300,239800,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,306000,0,296000,5100
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,205100,0,195100,3600
2020-07-20,205100,0,195100,3600
2020-07-20,245100,5300,239800,5100
2020-07-20,92700,2700,90000,2700
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,103650,3650,100000,3600
2020-07-20,306000,0,296000,5100
2020-07-20,183600,3650,179950,3600
2020-07-20,163650,3650,160000,3600
2020-07-20,62700,2700,60000,2700
2020-07-20,306000,0,296000,5100
2020-07-20,62700,2700,60000,2700
2020-07-20,205100,0,195100,3600
2020-07-20,346500,6500,340000,6000
2020-07-20,123600,3650,119950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,92700,2700,90000,2700
2020-07-20,52700,2700,50000,2700
2020-07-20,26850,1850,25000,1700
2020-07-20,205300,5300,200000,5100
2020-07-20,205300,5300,200000,5100
2020-07-20,123600,3650,119950,3600
2020-07-20,183600,3650,179950,3600
2020-07-20,306000,0,296000,5100
2020-07-20,26850,1850,25000,1700
2020-07-20,183600,3650,179950,3600
2020-07-20,52700,2700,50000,2700
2020-07-20,183600,3650,179950,3600
2020-07-20,245100,5300,239800,5100
2020-07-20,366500,6500,360000,6000
2020-07-20,306500,6500,300000,6000
2020-07-20,183600,3650,179950,3600
2020-07-20,92700,2700,90000,2700
2020-07-20,153650,3650,150000,3600
2020-07-20,123600,3650,119950,3600
2020-07-20,123600,3650,119950,3600
2020-07-20,205100,0,195100,3600
2020-07-20,62700,2700,60000,2700
2020-07-20,62700,2700,60000,2700
2020-07-21,133650,3650,130000,3600
2020-07-21,183650,3650,180000,3600
2020-07-21,103650,3650,100000,3600
2020-07-21,183650,3650,180000,3600
2020-07-21,21850,1850,20000,1700
2020-07-21,103650,3650,100000,3600
2020-07-21,143650,3650,140000,3600
2020-07-21,205300,5300,200000,5100
2020-07-21,21850,1850,20000,1700
2020-07-21,82700,2700,80000,2700
2020-07-21,272100,5300,266800,5100
2020-07-21,163650,3650,160000,3600
2020-07-21,62700,2700,60000,2700
2020-07-21,92700,2700,90000,2700
2020-07-21,42350,2350,40000,2300
2020-07-21,133650,3650,130000,3600
2020-07-21,103650,3650,100000,3600
2020-07-21,113650,3650,110000,3600
2020-07-21,103650,3650,100000,3600
2020-07-21,26850,1850,25000,1700
2020-07-21,31850,1850,30000,1750
2020-07-21,183650,3650,180000,3600
2020-07-21,103650,3650,100000,3600
2020-07-21,82700,2700,80000,2700
2020-07-21,21850,1850,20000,1700
2020-07-21,21850,1850,20000,1700
2020-07-21,21850,1850,20000,1700
2020-07-21,205300,5300,200000,5100
2020-07-21,31850,1850,30000,1750
2020-07-21,26850,1850,25000,1700
2020-07-21,26850,1850,25000,1700
2020-07-21,21850,1850,20000,1700
2020-07-21,52700,2700,50000,2700
2020-07-21,20200,1450,18750,1400
2020-07-21,82700,2700,80000,2700
2020-07-21,20200,1450,18750,1400
2020-07-21,163650,3650,160000,3600
2020-07-21,20200,1450,18750,1400
2020-07-21,183650,3650,180000,3600
2020-07-21,143650,3650,140000,3600
2020-07-21,26850,1850,25000,1700
2020-07-21,123650,3650,120000,3600
2020-07-21,82700,2700,80000,2700
2020-07-21,21850,1850,20000,1700
2020-07-21,52700,2700,50000,2700
2020-07-21,62700,2700,60000,2700
2020-07-21,183650,3650,180000,3600
2020-07-21,62700,2700,60000,2700
2020-07-21,52700,2700,50000,2700
2020-07-21,143650,3650,140000,3600
2020-07-21,62700,2700,60000,2700
2020-07-21,103650,3650,100000,3600
2020-07-21,31850,1850,30000,1750
2020-07-21,82700,2700,80000,2700
2020-07-21,62700,2700,60000,2700
2020-07-21,255300,5300,250000,5100
2020-07-21,183650,3650,180000,3600
2020-07-21,21850,1850,20000,1700
2020-07-22,103600,0,93600,2700
2020-07-22,62700,2700,60000,2700
2020-07-22,26850,1850,25000,1700
2020-07-22,205100,0,195100,3600
2020-07-22,52700,2700,50000,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,21850,1850,20000,1700
2020-07-22,92700,2700,90000,2700
2020-07-22,47350,2350,45000,2300
2020-07-22,103600,0,93600,2700
2020-07-22,1118000,8000,1110000,8000
2020-07-22,26850,1850,25000,1700
2020-07-22,26850,1850,25000,1700
2020-07-22,13950,1450,12500,1400
2020-07-22,205300,5300,200000,5100
2020-07-22,82700,2700,80000,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,103600,0,93600,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,42350,2350,40000,2300
2020-07-22,82700,2700,80000,2700
2020-07-22,205100,0,195100,3600
2020-07-22,517000,7500,509500,7000
2020-07-22,103600,0,93600,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,205100,0,195100,3600
2020-07-22,42350,2350,40000,2300
2020-07-22,62700,2700,60000,2700
2020-07-22,103600,0,93600,2700
2020-07-22,52700,2700,50000,2700
2020-07-22,52700,2700,50000,2700
2020-07-22,507500,7500,500000,7000
2020-07-22,20200,1450,18750,1400
2020-07-22,103600,0,93600,2700
2020-07-22,31850,1850,30000,1750
2020-07-22,103600,0,93600,2700
2020-07-22,21850,1850,20000,1700
2020-07-22,21850,1850,20000,1700
2020-07-22,26850,1850,25000,1700
2020-07-22,103600,0,93600,2700
2020-07-22,52700,2700,50000,2700
2020-07-22,26850,1850,25000,1700
2020-07-22,52700,2700,50000,2700
2020-07-22,103600,0,93600,2700
2020-07-22,52700,2700,50000,2700
2020-07-22,205100,0,195100,3600
2020-07-22,205100,0,195100,3600
2020-07-22,103600,0,93600,2700
2020-07-22,21850,1850,20000,1700
2020-07-22,47350,2350,45000,2300
2020-07-22,62700,2700,60000,2700
2020-07-22,77700,2700,75000,2700
2020-07-22,62700,2700,60000,2700
2020-07-22,163650,3650,160000,3600
2020-07-22,205100,0,195100,3600
2020-07-22,136650,3650,133000,3600
2020-07-22,103600,0,93600,2700
2020-07-22,52700,2700,50000,2700
2020-07-22,103600,0,93600,2700
2020-07-22,103600,0,93600,2700
2020-07-22,5950,950,5000,850
2020-07-22,77700,2700,75000,2700
2020-07-22,103600,0,93600,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,52700,2700,50000,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,33100,1850,31250,1750
2020-07-22,20200,1450,18750,1400
2020-07-22,26850,1850,25000,1700
2020-07-22,103600,0,93600,2700
2020-07-22,52700,2700,50000,2700
2020-07-22,42350,2350,40000,2300
2020-07-22,103600,0,93600,2700
2020-07-22,21850,1850,20000,1700
2020-07-22,21850,1850,20000,1700
2020-07-22,103600,0,93600,2700
2020-07-22,20200,1450,18750,1400
2020-07-22,72700,2700,70000,2700
2020-07-22,163650,3650,160000,3600
2020-07-22,103600,0,93600,2700
2020-07-22,26850,1850,25000,1700
2020-07-22,21850,1850,20000,1700
2020-07-22,21850,1850,20000,1700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,183650,3650,180000,3600
2020-07-23,487000,7000,480000,6500
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,205100,0,195100,3600
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,366000,6500,359500,6000
2020-07-23,82700,2700,80000,2700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,205300,5300,200000,5100
2020-07-23,42300,0,32300,1750
2020-07-23,1365500,8000,1357500,8000
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,62700,2700,60000,2700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,366000,6500,359500,6000
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,42350,2350,40000,2300
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,537000,7500,529500,7000
2020-07-23,920500,8000,912500,8000
2020-07-23,26700,1850,24850,1700
2020-07-23,366000,6500,359500,6000
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,245300,5300,240000,5100
2020-07-23,26700,1850,24850,1700
2020-07-23,62700,2700,60000,2700
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,245300,5300,240000,5100
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,245300,5300,240000,5100
2020-07-23,26700,1850,24850,1700
2020-07-23,103600,0,93600,2700
2020-07-23,42300,0,32300,1750
2020-07-23,21700,0,11700,1400
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,62700,2700,60000,2700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,457000,7000,450000,6500
2020-07-23,366000,6500,359500,6000
2020-07-23,26700,1850,24850,1700
2020-07-23,21850,1850,20000,1700
2020-07-23,366000,6500,359500,6000
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,82700,2700,80000,2700
2020-07-23,52700,2700,50000,2700
2020-07-23,26700,1850,24850,1700
2020-07-23,457000,7000,450000,6500
2020-07-23,153650,3650,150000,3600
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,832795,8000,824795,8000
2020-07-23,547000,7500,539500,7000
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,547000,7500,539500,7000
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,1188000,8000,1180000,8000
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,245300,5300,240000,5100
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,205100,0,195100,3600
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,21700,0,11700,1400
2020-07-23,547000,7500,539500,7000
2020-07-23,26700,1850,24850,1700
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,245300,5300,240000,5100
2020-07-23,21850,1850,20000,1700
2020-07-23,42300,0,32300,1750
2020-07-23,62700,2700,60000,2700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,62700,2700,60000,2700
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,245300,5300,240000,5100
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-23,42300,0,32300,1750
2020-07-23,314500,6500,308000,6000
2020-07-23,366000,6500,359500,6000
2020-07-23,712500,8000,704500,7500
2020-07-23,42300,0,32300,1750
2020-07-23,26700,1850,24850,1700
2020-07-24,306000,0,296000,5100
2020-07-24,21850,1850,20000,1700
2020-07-24,42350,2350,40000,2300
2020-07-24,42350,2350,40000,2300
2020-07-24,42350,2350,40000,2300
2020-07-24,103650,3650,100000,3600
2020-07-24,306000,0,296000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,205300,5300,200000,5100
2020-07-24,82700,2700,80000,2700
2020-07-24,306000,0,296000,5100
2020-07-24,486500,7000,479500,6500
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,486500,7000,479500,6500
2020-07-24,42350,2350,40000,2300
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,42350,2350,40000,2300
2020-07-24,306000,0,296000,5100
2020-07-24,245100,5300,239800,5100
2020-07-24,456500,7000,449500,6500
2020-07-24,82700,2700,80000,2700
2020-07-24,103650,3650,100000,3600
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,42350,2350,40000,2300
2020-07-24,205300,5300,200000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,82700,2700,80000,2700
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
